Abstract,Keywords,Title,Urls
"Background:
        
      
      The article is based on a review and follow-up of the citations of 13 epidemiological studies that aimed to improve maritime health and safety. While it's well-recognised that epidemiology is needed in occupational health and safety, the main research question: ""How can epidemiology help workers to return healthy from the sea"" was unanswered.
    
  

  


              
                


  
    
      
        
          Materials and methods:
        
      
      The 13 articles were selected as a representative sample of different epidemiological design studies intended to contribute to improving safety management in fishing, merchant shipping and offshore industry. The PubMed, Research Gate, Cochrane-Library and Google Scholar were searched for authors that had cited our articles by using full bibliographic information and the results analysed.
    
  

  


              
                


  
    
      
        
          Results:
        
      
      In all, 213 citation records were identified. After duplicates and records with insufficient information were removed, 123 full-text articles were eligible for evaluation with answers to the research questions: how did other authors use the studies, how has the injury epidemiology been developed, which recommendations are given for new policies and new studies and how can epidemiology help workers return safe and healthy from the sea?
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      The answer to the main research question is yes, epidemiological studies are not only useful but a necessary component by providing the needed evidence for successful prevention programmes.",,"
  
    
    
    
    
      
  Injury Prevention: Proof of Concepts in Aquaculture and Commercial Fishing


    
  
",https://pubmed.ncbi.nlm.nih.gov/31535589/
"Information on occupational health and safety practices in Brazilian aquaculture is limited. This paper reports preliminary results from an online survey based on research questions to identify occupational hazards, risk assessment practices, and prevention measures adopted in Brazilian aquaculture. Data were collected through an online questionnaire, comprising 25 questions, on a voluntary and anonymous basis. Aquaculture stakeholders were invited to participate in the study through email and social media channels. The demographic data demonstrated that the majority of respondents were men (72%) and having a higher education (95%). Most respondents employed administrative controls and personal protective equipment (PPE) rather than substitution and other risk elimination measures to reduce exposure. The most commonly adopted measures were PPE use (87%), adequate handling of chemicals (86%), and imparting knowledge of risks (90%). However, only 12% of participants reported the presence of safety protocols at their workplace, and 17% had some form of immunization of workers. In this study, it was possible to identify a lack of hazard signage in the workplace and lack of occupational health and safety training. The results further indicate that risk management in aquaculture continues to be a challenge in low-income countries. Aquaculture farmers should be encouraged and supported in adopting measures and appropriate technologies to eliminate risks in Brazilian aquaculture.","
      
        
          Keywords:
        
      
      Agricultural Worker; Aquaculture; Biosafety; Occupational Risk; Worker Safety and Health.
    ","
  
    
    
    
    
      
  An Online Survey of Occupational Hazards in Brazilian Aquaculture


    
  
",https://pubmed.ncbi.nlm.nih.gov/31352876/
"A scoping project was funded by the Food and Agriculture Organization in 2017 on the health and safety of aquaculture workers. This project developed a template covering basic types of aquaculture production, health and safety hazards and risks, and related data on injuries and occupational ill health, regulations, social welfare conditions, and labour and industry activity in the sector. Profiles using the template were then produced for key aquaculture regions and nations across the globe where information could be obtained. These revealed both the scale and depth of occupational safety and health (OSH) challenges in terms of data gaps, a lack of or poor risk assessment and management, inadequate monitoring and regulation, and limited information generally about aquaculture OSH. Risks are especially high for offshore/marine aquaculture workers. Good practice as well as barriers to improving aquaculture OSH were noted. The findings from the profiles were brought together in an analysis of current knowledge on injury and work-related ill health, standards and regulation, non-work socioeconomic factors affecting aquaculture OSH, and the role of labour and industry in dealing with aquaculture OSH challenges. Some examples of governmental and labour, industry and non-governmental organisation good practice were identified. Some databases on injury and disease in the sector and research initiatives that solved problems were noted. However, there are many challenges especially in rural and remote areas across Asia but also in the northern hemisphere that need to be addressed. Action now is possible based on the knowledge available, with further research an important but secondary objective.","
      
        
          Keywords:
        
      
      International occupational health; aquaculture health and safety.
    ","
  
    
    
    
    
      
  The neglected millions: the global state of aquaculture workers' occupational safety, health and well-being


    
  
",https://pubmed.ncbi.nlm.nih.gov/31740489/
"Objectives: Maritime health and safety research primarily comes from developed industrial countries, with sparse contributions from developing countries. The aim of this article is to give an overview of the research in Latin American fishery to point out the need for research and prevention in this part of the world.Methods: A systematic search was carried out with Medline/PubMed, Google Scholar, Google Academico, SciELO, Pan American Journal of Public Health, Medicina Maritima, and other relevant Spanish- and English-language journals in Latin America (1984-2018). By using the ICD-10 system we were able to identify the most important studies related to the research questions.Results: A total of 143 scientific articles were identified under the criteria. After duplicates, administrative reports, and conference abstracts were removed, 110 original articles were screened. Of those, 89 peer-reviewed articles on fishermen's health and safety fulfilled the inclusion criteria and were included in the final evaluation. Brazil accounted for the largest share (49), while eight other countries had one to nine studies (and the rest zero). Study objectives included occupational injuries, cancer, divers' disease, skin diseases, hearing loss, ergonomic problems, and environmental pollution. Non-fatal and fatal accident studies in fishing were absent.Conclusion: The lack of occupational injury studies is striking, and it urgently calls for establishing injury registers and monitoring safety in fishing. Among the occupational diseases, pityriasis of the eyes and different types of skin cancer (related ultraviolet radiation exposure) need critical attention and prevention. The scant number of epidemiological studies calls for collaborative international research to establish preventive polices and activities in fishing.","
      
        
          Keywords:
        
      
      Fishing; Latin America; epidemiology; injury; occupational diseases; review.
    ","
  
    
    
    
    
      
  A Review of Epidemiological Studies in Latin American Fishing


    
  
",https://pubmed.ncbi.nlm.nih.gov/31293219/
"Background: Falls overboard are the most frequent cause of death in the Northeast lobster fishing industry. National Institute for Occupational Safety and Health (NIOSH) surveillance indicates every victim of a fall overboard who has been found was not wearing a lifejacket. Preliminary research conducted in Maine and Massachusetts indicates lifejacket use is relatively uncommon among lobstermen due to barriers such as comfort, practicality, and social norms.Methods: This study highlights an initiative to: (1) trial various lifejacket designs with lobstermen; (2) identify the most popular designs; and (3) identify other features that could encourage use of lifejackets. In 2017, nine designs were trialed with lobstermen in Maine and Massachusetts during the winter and summer fishing seasons. Participants were recruited dockside, and lifejackets were randomly assigned. Participants completed surveys at 1 week and 4 weeks to assess positive and negative design features and to understand the importance of survival technology that can be used in conjunction with lifejackets.Results: 181 lobstermen in Maine and Massachusetts agreed to participate. Recruitment rates were 90.5%, while the survey completion rate was 88.4%. Survey results identified no clear preference for a specific lifejacket design; however, the ability to choose from many options appeared to be an important factor.Conclusion: Previous studies have indicated that lifejacket preferences are fisheries specific. In the Northeast lobster fishery, however, individual preferences varied. Our research demonstrates that a range of devices covering different buoyancies, wear type, and retrieval systems should be made more available to lobstermen.","
      
        
          Keywords:
        
      
      Buoyancy aid; falls overboard; lifejacket; lobstermen; personal flotation device (PFD).
    ","
  
    
    
    
    
      
  Lifejackets and Lobstermen: Giving Safety Equipment a Competitive Advantage


    
  
",https://pubmed.ncbi.nlm.nih.gov/31256715/
"Background: Falls overboard are the most frequent cause of death in the Northeast lobster fishing industry. National Institute for Occupational Safety and Health (NIOSH) surveillance indicates every victim of a fall overboard who has been found was not wearing a lifejacket. Preliminary research conducted in Maine and Massachusetts indicates lifejacket use is relatively uncommon among lobstermen due to barriers such as comfort, practicality, and social norms.Methods: This study highlights an initiative to: (1) trial various lifejacket designs with lobstermen; (2) identify the most popular designs; and (3) identify other features that could encourage use of lifejackets. In 2017, nine designs were trialed with lobstermen in Maine and Massachusetts during the winter and summer fishing seasons. Participants were recruited dockside, and lifejackets were randomly assigned. Participants completed surveys at 1 week and 4 weeks to assess positive and negative design features and to understand the importance of survival technology that can be used in conjunction with lifejackets.Results: 181 lobstermen in Maine and Massachusetts agreed to participate. Recruitment rates were 90.5%, while the survey completion rate was 88.4%. Survey results identified no clear preference for a specific lifejacket design; however, the ability to choose from many options appeared to be an important factor.Conclusion: Previous studies have indicated that lifejacket preferences are fisheries specific. In the Northeast lobster fishery, however, individual preferences varied. Our research demonstrates that a range of devices covering different buoyancies, wear type, and retrieval systems should be made more available to lobstermen.",,"The Fifth International Fishing Industry Safety and Health Conference (IFISH 5): A Gathering of International Safety and Health Experts in Commercial Fishing, Aquaculture and Seafood Processing",https://pubmed.ncbi.nlm.nih.gov/31680655/
"Background:
        
      
      Fishers exposed to unfavourable environmental conditions may suffer negative health ef- fects. This study aimed to identify musculoskeletal symptoms in professional fishers in Norway using data from several sources; register data, telephone survey and questionnaire.
    
  

  


              
                


  
    
      
        
          Materials and methods:
        
      
      Professional fishers (n = 25,971) registered in the period 2008-2013 were selected by Statistics Norway (SSB). An age- and gender-matched control population (n = 77,913) was also selected. Outpatient consultation and hospitalisation data were received from the Norwegian Patient Registry (NPR). To obtain information about self-reported symptoms, 832 registered fishers on board Norwegian fishing vessels were interviewed by telephone, and a questionnaire was distributed to the crews of 5 trawlers (n = 153).
    
  

  


              
                


  
    
      
        
          Results:
        
      
      Data from NPR showed that fishers, compared to the control population, suffered significantly more acute incidents related to musculoskeletal disorders (5.4% vs. 4.8%, respectively), injuries to arms (11.3% vs. 9.8%), feet (8.4% vs. 8%), and back (0.9% vs. 0.7%). In the telephone survey, 61% and 43% reported that they performed monotonous work operations and heavy lifting often or very often, respec- tively. Thirty-three per cent had experienced pain in neck/shoulders/arms often or very often during the previous 12 months, and 93% believed this was fully or partly due to their work situation. The questionnaire among trawler crew members showed that 57% and 60% had experienced stiffness and/or pain in neck/ /shoulders and lower back/small of the back respectively during the previous 12 months.
    
  

  


              
                


  
    
      
        
          Conclusions:
        
      
      Data from the register study, telephone survey and questionnaire all confirmed that musculo- skeletal problems are common among fishers and related to their work situation. However, 77% of the fishers in all vessel groups and on board the 5 trawlers reported their own health as being very good or good.","
      
        
          Keywords:
        
      
      fishing; musculoskeletal disorders; occupational health; questionnaire; registries; telephone survey.
    ","
  
    
    
    
    
      
  Musculoskeletal symptoms among workers in the commercial fishing fleet of Norway


    
  
",https://pubmed.ncbi.nlm.nih.gov/31237669/
"
              
                


  
    
      
      The emergence of ecosystem-based fisheries management (EBFM) has broadened the policy scope of fisheries management by accounting for the biological and ecological connectivity of fisheries. Less attention, however, has been given to the economic connectivity of fisheries. If fishers consider multiple fisheries when deciding where, when, and how much to fish, then management changes in one fishery can generate spillover impacts in other fisheries. Catch-share programs are a popular fisheries management framework that may be particularly prone to generating spillovers given that they typically change fishers' incentives and their subsequent actions. We use data from Alaska fisheries to examine spillovers from each of the main catch-share programs in Alaska. We evaluate changes in participation-a traditional indicator in fisheries economics-in both the catch-share and non-catch-share fisheries. Using network analysis, we also investigate whether catch-share programs change the economic connectivity of fisheries, which can have implications for the socioeconomic resilience and robustness of the ecosystem, and empirically identify the set of fisheries impacted by each Alaska catch-share program. We find that cross-fishery participation spillovers and changes in economic connectivity coincide with some, but not all, catch-share programs. Our findings suggest that economic connectivity and the potential for cross-fishery spillovers deserve serious consideration, especially when designing and evaluating EBFM policies.
    
  

  


              
            ","
      
        
          Keywords:
        
      
      catch shares; ecosystem-based fisheries management; leakage; networks; spillovers.
    ","
  
    
    
    
    
      
  Defining the economic scope for ecosystem-based fishery management


    
  
",https://pubmed.ncbi.nlm.nih.gov/30760593/
"Kerala, a maritime state on the west coast of peninsular India, constitutes approximately 10% of India's total coastline and claims a 20% share in national marine fish production. The registered fishing fleet consists of about 29,969 motorized, 4248 mechanized, and 2515 non-motorized crafts. This study was done to assess occupational hazards faced by fishers as well as the usage of sea safety devices (SSDs) in Kerala. Information was collected from 180 mechanized, motorized, and traditional boat owners. The study revealed that capsizing, sinking, grounding, burning, collision, mishaps, man overboard, and injuries were common occupational hazards. SSDs used were life buoy, life jacket, first aid kit, emergency rations, fire extinguisher, fire bucket, global positioning system, magnetic compass, emergency position indicating radio beacon (EPIRB), sonar, echo sounder, oil lamp, signaling torch, and batteries. Fishers with mechanized boats had high knowledge and used most SSDs. Fishers with motorized boats had adequate knowledge but less SSD usage. Traditional and small-scale fishers did not use most SSDs. Non-parametric Kruskal-Wallis statistical test revealed a significant difference in regards to usage between mechanized, motorized, and traditional fishers, indicating there are gaps in usage of SSDs between the three groups of fishers. It is necessary to educate and motivate fishers with motorized and traditional boats to use SSDs.","
      
        
          Keywords:
        
      
      Accidents; fisheries; injuries; motorized; traditional.
    ","
  
    
    
    
    
      
  Assessment of Occupational Hazards and Usage of Sea Safety Devices by Fishers of Kerala, India


    
  
",https://pubmed.ncbi.nlm.nih.gov/31354110/
"Background: All over the world, commercial fishing is known to be a hazardous occupation. Although several causal analyses of occupational accidents have been published in recent years, knowledge of the prevalence of sick leave, diagnosis and hospitalization among workers on board Norwegian fishing vessels is still sparse.Objective: The objective of this study is to provide new knowledge about the prevalence of doctor-certified sick leave among Norwegian fishers compared to an age- and gender-matched control population. A comparison of diagnoses and hospitalizations between these groups is also presented.Methods: A sample of fishers (n = 25,971) was selected by Statistics Norway (SSB), based on occupation as fishers in 2008-2013. An age- and gender-matched control population (n = 77,913) was also selected. Outpatient consultation and hospitalization data were received from the Norwegian Patient Registry (NPR).Results: Fishers have significantly lower rates of sick leave than the general working population as a whole, but a significantly higher rate sick leave than an age- and gender-matched control population. The most common cause of sick leave in both fishers and controls was musculoskeletal problems. Fishers had a higher number of hospital stays than the control group; the stays were more often unscheduled and lasted longer than those of the control group.Conclusion: The results emphasize the continued need for preventive occupational health strategies in the fishing industry.","
      
        
          Keywords:
        
      
      Fishers; fishermen; health register data; hospitalization; sick leave.
    ","
  
    
    
    
    
      
  Sickness Absence and Hospitalization among Workers on Board Norwegian Fishing Vessels


    
  
",https://pubmed.ncbi.nlm.nih.gov/31280693/
